PDB	CHAIN	ORGANISM	PROCESS	FUNCTION	UNIPROT	NAME
5plv	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plw	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plx	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5ply	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plz	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pm0	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pm1	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pm2	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pm3	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pm4	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pm5	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pm6	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pm7	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pm8	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pm9	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pma	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmb	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmc	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmd	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pme	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmf	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmg	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmh	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmi	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmj	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmk	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pml	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmm	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmn	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmo	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmp	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmq	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmr	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pms	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmt	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmu	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmv	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmw	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmx	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmy	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pmz	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pn0	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pn1	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pn2	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pn3	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pn4	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pn5	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pn6	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pn7	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pn8	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pn9	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pna	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnb	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnc	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnd	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pne	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnf	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5png	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnh	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pni	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnj	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnk	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnl	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnm	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnn	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pno	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnp	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnq	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnr	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pns	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnu	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnv	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pnw	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5svh	B	Gallus gallus,Homo sapiens	6355	NA	P01103#Q03164	P01103:#Transcriptional activator Myb#Q03164:#Histone-lysine N-methyltransferase 2A
5svh	A	Homo sapiens	6355	3712	Q92793	CREB-binding protein
5svi	B	Heterocephalus glaber	NA	8270	A0A0P6K566	NA
5svi	C	Homo sapiens	NA	NA	NA	NA
5svi	D	Homo sapiens	NA	NA	NA	NA
5svi	A	Homo sapiens	NA	8270	Q14149	MORC family CW-type zinc finger protein 3
5svx	B	Homo sapiens	NA	NA	P68431	Histone H3.1
5svx	A	Homo sapiens	NA	8270	Q14149	MORC family CW-type zinc finger protein 3
5svy	B	Homo sapiens	NA	NA	P68431	Histone H3.1
5svy	A	Homo sapiens	NA	8270	Q14149	MORC family CW-type zinc finger protein 3
5szb	H	Homo sapiens	NA	3677	P68431	Histone H3.1
5szb	A	Homo sapiens	NA	8270	Q92784	Zinc finger protein DPF3
5szc	H	Homo sapiens	NA	3677	P68431	Histone H3.1
5szc	A	Homo sapiens	NA	8270	Q92784	Zinc finger protein DPF3
5t0k	P	Homo sapiens	NA	NA	P68431	Histone H3.1
5t0k	Q	Homo sapiens	NA	NA	P68431	Histone H3.1
5t0k	A	Homo sapiens	34968	2039#8270#18024	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5t0k	B	Homo sapiens	34968	2039#8270#18024	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5t0m	C	Homo sapiens	NA	NA	P68431	Histone H3.1
5t0m	P	Homo sapiens	NA	NA	P68431	Histone H3.1
5t0m	A	Homo sapiens	34968	2039#8270#18024	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5t0m	B	Homo sapiens	34968	2039#8270#18024	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5t1g	B	Homo sapiens	NA	NA	P68431	Histone H3.1
5t1g	A	Homo sapiens	45892	NA	P83916	Chromobox protein homolog 1
5t1i	C	Homo sapiens	NA	NA	P68431	Histone H3.1
5t1i	A	Homo sapiens	45892	NA	Q13185	Chromobox protein homolog 3
5t1i	B	Homo sapiens	45892	NA	Q13185	Chromobox protein homolog 3
5t5g	A	Homo sapiens	NA	18024	Q9NQR1	N-lysine methyltransferase KMT5A
5t5k	I	synthetic construct	NA	NA	NA	NA
5t5k	J	synthetic construct	NA	NA	NA	NA
5t5k	A	Methanothermus fervidus	6265#51260	3677#3690#42803#46982	P19267	DNA-binding protein HMf-2
5t5k	B	Methanothermus fervidus	6265#51260	3677#3690#42803#46982	P19267	DNA-binding protein HMf-2
5t5k	C	Methanothermus fervidus	6265#51260	3677#3690#42803#46982	P19267	DNA-binding protein HMf-2
5t5k	D	Methanothermus fervidus	6265#51260	3677#3690#42803#46982	P19267	DNA-binding protein HMf-2
5t5k	E	Methanothermus fervidus	6265#51260	3677#3690#42803#46982	P19267	DNA-binding protein HMf-2
5t5k	F	Methanothermus fervidus	6265#51260	3677#3690#42803#46982	P19267	DNA-binding protein HMf-2
5t8r	E	Homo sapiens	NA	NA	P68431	Histone H3.1
5t8r	G	Homo sapiens	NA	NA	P68431	Histone H3.1
5t8r	A	Homo sapiens	NA	NA	Q9UIF9	Bromodomain adjacent to zinc finger domain protein 2A
5t8r	B	Homo sapiens	NA	NA	Q9UIF9	Bromodomain adjacent to zinc finger domain protein 2A
5t8r	C	Homo sapiens	NA	NA	Q9UIF9	Bromodomain adjacent to zinc finger domain protein 2A
5t8r	D	Homo sapiens	NA	NA	Q9UIF9	Bromodomain adjacent to zinc finger domain protein 2A
5tab	A	Homo sapiens	NA	NA	Q9BVI0	PHD finger protein 20
5tbh	A	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5tbh	B	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5tbh	C	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5tbh	D	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5tbi	A	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5tbi	B	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5tbi	C	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5tbi	D	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5tbj	A	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5tbj	B	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5tbj	C	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5tbj	D	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5tbn	C	Homo sapiens	NA	NA	P68431	Histone H3.1
5tbn	A	Homo sapiens	NA	NA	Q9BVI0	PHD finger protein 20
5td7	A	Danio rerio	6325#6351#6355#6476#106047#106048	8270#16787#33558#47611	Q803K0	Histone deacetylase
5tdr	A	Saccharomyces cerevisiae	NA	NA	P36124	SET domain-containing protein 3
5tdr	B	Homo sapiens	NA	NA	P68431	Histone H3.1
5tdw	A	Saccharomyces cerevisiae	NA	NA	P36124	SET domain-containing protein 3
5tdw	B	Homo sapiens	NA	NA	P68431	Histone H3.1
5teg	D	Homo sapiens	NA	NA	P62805	Histone H4
5teg	E	Homo sapiens	NA	NA	P62805	Histone H4
5teg	A	Homo sapiens	NA	18024	Q9NQR1	N-lysine methyltransferase KMT5A
5teg	B	Homo sapiens	NA	18024	Q9NQR1	N-lysine methyltransferase KMT5A
5tfp	A	Homo sapiens	NA	NA	Q96T68	Histone-lysine N-methyltransferase SETDB2
5tfp	B	Homo sapiens	NA	NA	Q96T68	Histone-lysine N-methyltransferase SETDB2
5th7	A	Homo sapiens	NA	18024	Q9NQR1	N-lysine methyltransferase KMT5A
5th7	B	Homo sapiens	NA	18024	Q9NQR1	N-lysine methyltransferase KMT5A
5ths	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5ths	B	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5tht	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5tht	B	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5tht	C	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5tht	D	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5thu	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5thu	B	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5thv	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5thv	B	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5tpx	A	Plasmodium falciparum	NA	35064	Q8IB67	NA
5tqr	B	Chaetomium thermophilum	NA	NA	G0RYC6#G0SDW4	null#null
5tqr	A	Chaetomium thermophilum	16571	NA	G0S8H7	NA
5trb	A	Homo sapiens	10390	4842	Q5VTR2	E3 ubiquitin-protein ligase BRE1A
5trl	A	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trl	B	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trl	C	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trl	D	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trl	E	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trl	F	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trl	G	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trl	H	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	A	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	B	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	C	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	D	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	E	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	F	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	G	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	H	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	I	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	J	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	K	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	L	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	M	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	N	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	O	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	P	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	Q	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	R	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	S	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	T	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	U	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	V	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	W	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5trm	X	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
5ttf	A	Homo sapiens	34968	2039#8270#18024	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5ttf	B	Homo sapiens	34968	2039#8270#18024	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5ttf	C	Homo sapiens	34968	2039#8270#18024	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5ttf	D	Homo sapiens	34968	2039#8270#18024	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5ttg	A	Homo sapiens	34968	2039#8270#18024	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
5ttg	B	Homo sapiens	34968	2039#8270#18024	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
5tuy	A	Homo sapiens	34968	2039#8270#18024	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5tuy	B	Homo sapiens	34968	2039#8270#18024	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5tuz	A	Homo sapiens	34968	2039#8270#18024	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
5tuz	B	Homo sapiens	34968	2039#8270#18024	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
5tvr	A	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5tvr	B	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5tvs	A	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5tvs	B	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5u2j	C	Homo sapiens	NA	NA	P68431	Histone H3.1
5u2j	D	Homo sapiens	NA	NA	P68431	Histone H3.1
5u2j	A	Homo sapiens	NA	NA	Q8WYB5	Histone acetyltransferase KAT6B
5u2j	B	Homo sapiens	NA	NA	Q8WYB5	Histone acetyltransferase KAT6B
5u4x	A	Homo sapiens	6479	8168	Q86X55	Histone-arginine methyltransferase CARM1
5u4x	B	Homo sapiens	6479	8168	Q86X55	Histone-arginine methyltransferase CARM1
5u4x	C	Homo sapiens	6479	8168	Q86X55	Histone-arginine methyltransferase CARM1
5u4x	D	Homo sapiens	6479	8168	Q86X55	Histone-arginine methyltransferase CARM1
5u5t	A	Homo sapiens	16571	NA	O75530	Polycomb protein EED
5u5t	B	Homo sapiens	16571	NA	O75530	Polycomb protein EED
5u5t	C	Homo sapiens	NA	18024	Q15910	Histone-lysine N-methyltransferase EZH2
5u5t	D	Homo sapiens	NA	18024	Q15910	Histone-lysine N-methyltransferase EZH2
5u62	A	Homo sapiens	16571	NA	O75530	Polycomb protein EED
5u62	B	Homo sapiens	16571	NA	O75530	Polycomb protein EED
5u62	C	Homo sapiens	NA	18024	Q15910	Histone-lysine N-methyltransferase EZH2
5u62	D	Homo sapiens	NA	18024	Q15910	Histone-lysine N-methyltransferase EZH2
5u7g	A	Mus musculus	6355#16573	4402#8270	P45481	CREB-binding protein
5u7g	B	Mus musculus	6355#16573	4402#8270	P45481	CREB-binding protein
5ucb	H	Homo sapiens	NA	NA	NA	NA
5ucb	L	Homo sapiens	NA	NA	NA	NA
5ucb	B	Saccharomyces cerevisiae	6333	NA	P32447	Histone chaperone ASF1
5uea	A	Homo sapiens	NA	NA	NA	NA
5uea	B	Homo sapiens	NA	NA	NA	NA
5uea	H	Homo sapiens	NA	NA	NA	NA
5uea	L	Homo sapiens	NA	NA	NA	NA
5uea	D	Saccharomyces cerevisiae	6333	NA	P32447	Histone chaperone ASF1
5uea	X	Saccharomyces cerevisiae	6333	NA	P32447	Histone chaperone ASF1
5uek	H	Homo sapiens	NA	NA	NA	NA
5uek	L	Homo sapiens	NA	NA	NA	NA
5uek	A	Saccharomyces cerevisiae	6333	NA	P32447	Histone chaperone ASF1
5umr	A	Homo sapiens	NA	NA	Q08945	FACT complex subunit SSRP1
5ums	A	Homo sapiens	NA	3677	Q08945	FACT complex subunit SSRP1
5umt	A	Homo sapiens	NA	NA	Q9Y5B9	FACT complex subunit SPT16
5umu	A	Homo sapiens	NA	NA	Q9Y5B9	FACT complex subunit SPT16
5umu	B	Homo sapiens	NA	NA	Q9Y5B9	FACT complex subunit SPT16
5upd	A	Homo sapiens	NA	18024	Q9BZ95	Histone-lysine N-methyltransferase NSD3
5uqd	A	Caenorhabditis elegans	NA	NA	Q9GRZ3	Lysine-specific demethylase 9
5uwi	C	Saccharomyces cerevisiae	55#56#6406#6611#6886#15031#34501#46825	5049#5515#8536#8565	P30822	Exportin-1
5uwi	B	Saccharomyces cerevisiae	46907	NA	P41920	Ran-specific GTPase-activating protein 1
5uwi	A	Homo sapiens	55#56#60#70#278#6259#6409#6606#6611#6913#7049#7052#10586#15031#16032#30521#32092#35281#45540#45893#46039#51301#61015#75733#1902570	166#287#3682#3713#3723#3924#5049#5515#5525#19003#45296#46872#46982#50681#70883	P62826	GTP-binding nuclear protein Ran
5uwi	D	Homo sapiens	NA	NA	Q9UQL6	Histone deacetylase 5
5v21	B	Homo sapiens	NA	NA	P68431	Histone H3.1
5v21	A	Homo sapiens	NA	18024	Q9BYW2	Histone-lysine N-methyltransferase SETD2
5v22	B	Homo sapiens	NA	NA	P68431	Histone H3.1
5v22	A	Homo sapiens	NA	18024	Q9BYW2	Histone-lysine N-methyltransferase SETD2
5v2n	A	Homo sapiens	NA	18024	Q9NQR1	N-lysine methyltransferase KMT5A
5v37	A	Homo sapiens	6325#6334#6469#14904#32259#33138#34968#45184#45944#71549	978#993#1162#5515#8168#16740#18024#46872	Q9H7B4	Histone-lysine N-methyltransferase SMYD3
5v3h	A	Homo sapiens	122#6325#6351#6355#7507#8285#10452#16571#18026#18027#32259#34968#43516#1901796	993#2039#5515#8168#16278#16279#16740#18024#46872#46975	Q9NRG4	N-lysine methyltransferase SMYD2
5v9i	A	Homo sapiens	34968	2039#8270#18024	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5v9i	B	Homo sapiens	34968	2039#8270#18024	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5v9i	C	Homo sapiens	34968	2039#8270#18024	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5v9i	D	Homo sapiens	34968	2039#8270#18024	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5v9j	A	Homo sapiens	34968	2039#8270#18024	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
5v9j	B	Homo sapiens	34968	2039#8270#18024	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
5v9p	B	Homo sapiens	NA	NA	NA	NA
5v9p	A	Homo sapiens	NA	3677	P29375	Lysine-specific demethylase 5A
5v9t	G	Homo sapiens	NA	NA	NA	NA
5v9t	A	Homo sapiens	NA	3677	P29375	Lysine-specific demethylase 5A
5v9t	B	Homo sapiens	NA	3677	P29375	Lysine-specific demethylase 5A
5va6	A	Ricinus communis	NA	NA	B9RU15	Probable Histone-lysine N-methyltransferase ATXR5
5va6	B	Ricinus communis	NA	NA	B9RU15	Probable Histone-lysine N-methyltransferase ATXR5
5va6	C	Homo sapiens	NA	NA	P68431	Histone H3.1
5va6	D	Homo sapiens	NA	NA	P68431	Histone H3.1
5vab	A	Glycine max	6355	NA	I1N521	NA
5vab	F	Homo sapiens	NA	NA	P68431	Histone H3.1
5vac	A	Ricinus communis	NA	NA	B9RU15	Probable Histone-lysine N-methyltransferase ATXR5
5vac	C	Homo sapiens	NA	NA	Q71DI3	Histone H3.2
5vah	A	Ricinus communis	NA	NA	B9RU15	Probable Histone-lysine N-methyltransferase ATXR5
5vah	B	Ricinus communis	NA	NA	B9RU15	Probable Histone-lysine N-methyltransferase ATXR5
5vah	C	Arabidopsis thaliana	NA	NA	P59226	Histone H3.2
5vah	D	Arabidopsis thaliana	NA	NA	P59226	Histone H3.2
5var	A	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5vbc	A	Ricinus communis	NA	NA	B9RU15	Probable Histone-lysine N-methyltransferase ATXR5
5vbc	B	Ricinus communis	NA	NA	B9RU15	Probable Histone-lysine N-methyltransferase ATXR5
5vbc	C	Arabidopsis thaliana	NA	NA	P59226	Histone H3.2
5vbc	D	Arabidopsis thaliana	NA	NA	P59226	Histone H3.2
5vc8	W	synthetic construct	NA	NA	NA	NA
5vc8	X	synthetic construct	NA	NA	NA	NA
5vc8	Y	synthetic construct	NA	NA	NA	NA
5vc8	Z	synthetic construct	NA	NA	NA	NA
5vc8	A	Homo sapiens	NA	NA	O96028	Histone-lysine N-methyltransferase NSD2
5vc8	B	Homo sapiens	NA	NA	O96028	Histone-lysine N-methyltransferase NSD2
5vch	A	Kluyveromyces lactis	6606#6607#6886#2000220	8139#8536#8565	Q6CMF0	NA
5vch	B	Kluyveromyces lactis	6606#6607#6886#2000220	8139#8536#8565	Q6CMF0	NA
5vdc	A	Homo sapiens	NA	NA	Q92785	Zinc finger protein ubi-d4
5ve8	C	Kluyveromyces lactis	NA	3677#46982	P61831	Histone H3
5ve8	E	Kluyveromyces lactis	NA	3677#46982	P61831	Histone H3
5ve8	A	Kluyveromyces lactis	6606#6607#6886#2000220	8139#8536#8565	Q6CMF0	NA
5ve8	B	Kluyveromyces lactis	6606#6607#6886#2000220	8139#8536#8565	Q6CMF0	NA
5vey	A	Homo sapiens	NA	3677#46982	P04908#P06899	P04908:#Histone H2A type 1-B/E#P06899:#Histone H2B type 1-J
5vey	B	Homo sapiens	NA	NA	P0CG47	Polyubiquitin-B
5vey	C	Homo sapiens	NA	NA	Q8NCN4	E3 ubiquitin-protein ligase RNF169
5vgi	A	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5vgi	B	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5vgi	C	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5vgi	D	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5vi6	B	Helicoma ambiens	NA	NA	NA	NA
5vi6	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5vk3	B	Chaetomium thermophilum	NA	NA	G0RYC6#G0SDW4	null#null
5vk3	A	Chaetomium thermophilum	16571	NA	G0S8H7	NA
5vkl	B	Saccharomyces cerevisiae	NA	NA	P04050	DNA-directed RNA polymerase II subunit RPB1
